"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS27",6.32014033466514e-09,0.334714871844417,1,1,9.18189987820151e-05,"0","RPS27"
"IFI27",7.75592833422278e-09,0.690572031209175,0.987,0.983,0.000112678126839588,"0","IFI27"
"FXYD5",1.2464822040709e-08,0.539825451720203,0.784,0.655,0.00018108893460742,"0","FXYD5"
"RPL35A",1.67417838686563e-08,0.320993062068522,0.998,1,0.000243224636043838,"0","RPL35A"
"TIE1",2.25426066082533e-08,0.53509403713295,0.539,0.286,0.000327498988804704,"0","TIE1"
"RPL41",3.26033040043341e-08,0.388799933275522,1,1,0.000473660800574966,"0","RPL41"
"MT-ND3",4.45169064269002e-08,0.697535768285491,0.982,0.992,0.000646741616570007,"0","MT-ND3"
"PRCP",5.03216158828651e-08,0.673956221062278,0.677,0.479,0.000731072435546264,"0","PRCP"
"HSPA1B",5.8916986650693e-08,0.688631216788587,0.876,0.748,0.000855945982061269,"0","HSPA1B"
"MTRNR2L8",8.5224553645393e-08,1.40128014357557,0.988,0.941,0.00123814231536027,"0","MTRNR2L8"
"RPL31",1.07250227785958e-07,0.384241314690079,0.998,0.992,0.00155813130927439,"0","RPL31"
"UBC",1.29410369796699e-07,0.408602925608531,0.997,1,0.00188007385240644,"0","UBC"
"RPS15A",1.31116793522578e-07,0.336379563239769,0.998,1,0.00190486477629602,"0","RPS15A"
"RPL36A",1.98898860606454e-07,0.575387735469373,0.822,0.79,0.00288960264689057,"0","RPL36A"
"SEC62",2.04327649178349e-07,0.388924760387731,0.904,0.874,0.00296847208726306,"0","SEC62"
"RAMP3",2.78229014215026e-07,0.675629761051661,0.797,0.714,0.00404211111851589,"0","RAMP3"
"RPS21",3.14772326168759e-07,0.386826683055447,0.984,0.992,0.00457301235457973,"0","RPS21"
"RAMP2",5.73645205251885e-07,0.395015764643607,0.987,0.958,0.00833391754189939,"0","RAMP2"
"NPDC1",7.58869384465193e-07,0.513927417271483,0.682,0.529,0.0110248544175103,"0","NPDC1"
"GNG11",7.65164237708309e-07,0.404079461399947,0.987,0.983,0.0111163060454263,"0","GNG11"
"VAMP5",9.11809851927152e-07,0.434735852245921,0.947,0.899,0.0132467735287977,"0","VAMP5"
"MYL12B",1.20287661189645e-06,0.372591792520875,0.965,0.966,0.0174753914176316,"0","MYL12B"
"NUDT14",2.13765618417694e-06,0.369445494242955,0.321,0.109,0.0310558690437225,"0","NUDT14"
"RPS26",3.16429588554617e-06,0.356680923747043,0.896,0.899,0.0459708906252148,"0","RPS26"
"HLA-DRA",7.042147890914e-06,0.522975859554944,0.446,0.218,0.102308324559199,"0","HLA-DRA"
"TCN2",7.2397029810859e-06,0.348917492750412,0.353,0.143,0.105178404909216,"0","TCN2"
"TGFBR2",7.28225076071623e-06,0.397104694486478,0.825,0.773,0.105796539051685,"0","TGFBR2"
"CD40",8.33570960387558e-06,0.332701254801673,0.402,0.185,0.121101189125104,"0","CD40"
"IFITM2",9.1261569311397e-06,0.359020029773799,0.977,0.983,0.132584807895598,"0","IFITM2"
"LPAR6",1.01304849983116e-05,0.500275202144414,0.601,0.479,0.147175686055472,"0","LPAR6"
"RPL35",1.02689423378839e-05,0.295432451354825,1,1,0.149187194284777,"0","RPL35"
"CLEC14A",1.03720688095772e-05,0.378932569226453,0.931,0.899,0.150685415665538,"0","CLEC14A"
"POLR2L",1.13237788188478e-05,0.432125417189117,0.824,0.79,0.164511858680221,"0","POLR2L"
"VWF",1.168271307377e-05,0.982399886698611,0.575,0.445,0.169726455535731,"0","VWF"
"EMCN",1.1978960055886e-05,0.409538024710537,0.855,0.807,0.174030331691911,"0","EMCN"
"S1PR1",1.49812647548945e-05,0.37703511338328,0.545,0.319,0.217647814359107,"0","S1PR1"
"FRMD4B",1.77754214409011e-05,0.28830423052921,0.351,0.151,0.258241322693412,"0","FRMD4B"
"RPS17",1.97367134963754e-05,0.256706665231064,1,1,0.286734973675342,"0","RPS17"
"HSPB1",2.3708858169561e-05,0.640103321344654,0.99,0.992,0.344442291487382,"0","HSPB1"
"TM4SF1",3.01746765801927e-05,0.705055404869236,0.957,0.866,0.43837770135704,"0","TM4SF1"
"RPL28",3.46791973704622e-05,0.263411393249274,1,1,0.503819379398075,"0","RPL28"
"HDAC1",3.85104227497009e-05,0.326673806538013,0.32,0.143,0.559479421707654,"0","HDAC1"
"RPS19",4.02783758853703e-05,0.334379965347142,1,1,0.585164244862659,"0","RPS19"
"CD74",4.34810931162292e-05,0.608483809555542,0.802,0.748,0.631693320792578,"0","CD74"
"TGM2",4.53860642184943e-05,0.414037346756487,0.491,0.311,0.659368740966285,"0","TGM2"
"MYCT1",5.47280573088809e-05,0.353662788762037,0.498,0.303,0.795089216583421,"0","MYCT1"
"PTPRM",5.59169135312508e-05,0.363244615635524,0.435,0.252,0.812360919782012,"0","PTPRM"
"S100A11",6.2248844118234e-05,0.365817646751739,0.901,0.899,0.904351207349703,"0","S100A11"
"CARD16",6.65323815613171e-05,0.371163203129526,0.409,0.227,0.966582439322815,"0","CARD16"
"MTRNR2L10",7.22348343069344e-05,1.30343119006416,0.934,0.899,1,"0","MTRNR2L10"
"ITGA5",7.29875488597875e-05,0.367725182366394,0.417,0.244,1,"0","ITGA5"
"MTRNR2L1",7.69484225861918e-05,1.82097800647517,0.695,0.605,1,"0","MTRNR2L1"
"RASGRP3",7.81663885232469e-05,0.348959773864694,0.386,0.202,1,"0","RASGRP3"
"HSPG2",9.8139199548252e-05,0.404379916404899,0.923,0.882,1,"0","HSPG2"
"PET100",9.86378615776765e-05,0.278139057436844,0.376,0.185,1,"0","PET100"
"MALL",0.000102134154270229,0.365871563583889,0.405,0.218,1,"0","MALL"
"NOTCH4",0.00010355637549243,0.383059087324865,0.814,0.79,1,"0","NOTCH4"
"MYL12A",0.000113336504752736,0.314474811227849,0.962,0.924,1,"0","MYL12A"
"LIPA",0.000168895269763449,0.2841527831051,0.338,0.168,1,"0","LIPA"
"VAMP8",0.000175962635875581,0.326536428504727,0.473,0.294,1,"0","VAMP8"
"PDE2A",0.000177072005085801,0.299425823681195,0.288,0.126,1,"0","PDE2A"
"CCDC50",0.000179762289907556,0.334783885799792,0.44,0.277,1,"0","CCDC50"
"TMEM255B",0.00018739967395401,0.311286515103458,0.43,0.252,1,"0","TMEM255B"
"LY96",0.000193226365530434,0.288166364884221,0.303,0.134,1,"0","LY96"
"LDB2",0.000199068571494201,0.364687804519233,0.779,0.739,1,"0","LDB2"
"STAB1",0.000215713207362938,0.305464781687393,0.273,0.118,1,"0","STAB1"
"LAMTOR2",0.000228409547961241,0.292131630891837,0.517,0.353,1,"0","LAMTOR2"
"SERF2",0.000232745313042317,0.264117129692343,0.998,1,1,"0","SERF2"
"SLCO2A1",0.000248383950521615,0.336813327684282,0.341,0.176,1,"0","SLCO2A1"
"TSPAN9",0.000296075256131507,0.26397490116747,0.282,0.126,1,"0","TSPAN9"
"HLA-E",0.000297532394616922,0.259713310948559,1,1,1,"0","HLA-E"
"SLIRP",0.000304521559555239,0.353483114430789,0.506,0.353,1,"0","SLIRP"
"CARD8",0.000369939715130699,0.272130349911013,0.338,0.176,1,"0","CARD8"
"SULF2",0.00037831804890412,0.279388456337213,0.382,0.218,1,"0","SULF2"
"NOSTRIN",0.000397181441023051,0.288786656563095,0.404,0.235,1,"0","NOSTRIN"
"EGFL7",0.00039869585395839,0.355769831397797,0.936,0.924,1,"0","EGFL7"
"ADM",0.000400934140117663,0.475235657277212,0.414,0.269,1,"0","ADM"
"MRPL52",0.000401599240660707,0.272362686660189,0.463,0.286,1,"0","MRPL52"
"ROMO1",0.000418045617430839,0.306479629682005,0.47,0.303,1,"0","ROMO1"
"FCGRT",0.000422136883326599,0.273755921960055,0.845,0.773,1,"0","FCGRT"
"ITGA6",0.000458563305756961,0.338622769711414,0.549,0.412,1,"0","ITGA6"
"ID2",0.00047360760298414,0.490265017676227,0.819,0.815,1,"0","ID2"
"RPL17",0.000477929160851846,0.372227791819493,0.499,0.345,1,"0","RPL17"
"SWAP70",0.000485692136320756,0.359977411557005,0.535,0.403,1,"0","SWAP70"
"PXN",0.000523868354824477,0.254986117940215,0.285,0.134,1,"0","PXN"
"HSP90AB1",0.000570219393254692,0.356527507363056,0.988,0.975,1,"0","HSP90AB1"
"IFI44L",0.000601982597333676,0.289819883736735,0.282,0.134,1,"0","IFI44L"
"VWA1",0.000607720901889305,0.353966802047513,0.372,0.218,1,"0","VWA1"
"FAM198B",0.000641151950593223,0.289946999031843,0.496,0.336,1,"0","FAM198B"
"CXorf36",0.000645548473687893,0.338638279809525,0.374,0.235,1,"0","CXorf36"
"EIF3J",0.00067867725547636,0.274823793985783,0.354,0.202,1,"0","EIF3J"
"AP2S1",0.000772596347585549,0.302668613875294,0.743,0.697,1,"0","AP2S1"
"ANKRD28",0.000844155857480205,0.269928127088147,0.343,0.193,1,"0","ANKRD28"
"OCIAD2",0.000846652121046808,0.280877651072239,0.308,0.16,1,"0","OCIAD2"
"PRDX1",0.000884640042714925,0.265284814735463,0.895,0.891,1,"0","PRDX1"
"AHSA1",0.000912078613620922,0.255625594685793,0.32,0.168,1,"0","AHSA1"
"PNP",0.000973224328900099,0.289020030613797,0.364,0.21,1,"0","PNP"
"TOP1",0.000984029985634396,0.284351037199254,0.446,0.294,1,"0","TOP1"
"RGS3",0.000989194315884824,0.387064338061019,0.479,0.353,1,"0","RGS3"
"APP",0.00106448555949544,0.288635848905169,0.946,0.966,1,"0","APP"
"RPS10",0.00110756935330774,0.254127115211122,0.942,0.966,1,"0","RPS10"
"ITM2A",0.0011307268761589,0.367600832378626,0.69,0.647,1,"0","ITM2A"
"MARCKS",0.00130737418106002,0.287079440039153,0.494,0.328,1,"0","MARCKS"
"MPZL2",0.00166178216174141,0.345764059711538,0.287,0.16,1,"0","MPZL2"
"CALR",0.00166443655943826,0.280143392828776,0.867,0.908,1,"0","CALR"
"TNFAIP8L1",0.00169689040603063,0.259583132050312,0.293,0.16,1,"0","TNFAIP8L1"
"PLVAP",0.00188193826313868,0.405922737402096,0.901,0.941,1,"0","PLVAP"
"MRPL17",0.0019614230349536,0.304471018919745,0.389,0.252,1,"0","MRPL17"
"OST4",0.00208241525963669,0.256814242840658,0.873,0.924,1,"0","OST4"
"EHD4",0.00208963548781493,0.250621996024086,0.465,0.311,1,"0","EHD4"
"GIMAP4",0.00228011423075619,0.313887006951068,0.672,0.613,1,"0","GIMAP4"
"GIMAP7",0.00232795651462461,0.338783488816007,0.783,0.731,1,"0","GIMAP7"
"NAA38",0.00258038651685339,0.324981245315229,0.733,0.697,1,"0","NAA38"
"SNCG",0.00265821671523786,0.28180071069155,0.456,0.319,1,"0","SNCG"
"CCL14",0.00270502967085256,0.344550972679416,0.323,0.202,1,"0","CCL14"
"ABI3",0.00273736767085108,0.260518855592345,0.315,0.185,1,"0","ABI3"
"ITM2B",0.00303012432616722,0.261498824840934,0.998,1,1,"0","ITM2B"
"PLIN2",0.00322453530257219,0.276788020001463,0.356,0.218,1,"0","PLIN2"
"DNASE1L3",0.00349419174824257,1.04480305909093,0.544,0.496,1,"0","DNASE1L3"
"ZFAND2A",0.00381232337776239,1.00879254471335,0.361,0.244,1,"0","ZFAND2A"
"TNFRSF1A",0.00393153473639777,0.254127115211122,0.524,0.387,1,"0","TNFRSF1A"
"S100A13",0.00395761558017589,0.2513881089316,0.572,0.462,1,"0","S100A13"
"ADGRL4",0.00412271116016004,0.257113987117835,0.758,0.748,1,"0","ADGRL4"
"TSPAN7",0.00417144005343054,0.288911230455719,0.339,0.218,1,"0","TSPAN7"
"MT-ND4L",0.00445028742490026,0.289369111965879,0.343,0.218,1,"0","MT-ND4L"
"HLA-F",0.00454007243326409,0.265666022027958,0.465,0.345,1,"0","HLA-F"
"ICAM2",0.00488152587908031,0.390833416818231,0.731,0.739,1,"0","ICAM2"
"S100A6",0.00491106146554185,0.580535771307731,0.842,0.807,1,"0","S100A6"
"CALCRL",0.00542450637952753,0.290967824152964,0.784,0.765,1,"0","CALCRL"
"CACYBP",0.00559242192208434,0.321163194544698,0.387,0.269,1,"0","CACYBP"
"MYO10",0.00570029039074644,0.25519498723685,0.328,0.21,1,"0","MYO10"
"TSPO",0.00616599001798938,0.269484882559748,0.75,0.739,1,"0","TSPO"
"EIF2S2",0.00622130006551824,0.257943626747225,0.498,0.395,1,"0","EIF2S2"
"ADAM15",0.0068391581020377,0.301177801698045,0.545,0.445,1,"0","ADAM15"
"DDIT4",0.00700111386051788,0.444961773925491,0.812,0.807,1,"0","DDIT4"
"IFNGR1",0.00726293929638509,0.281234917666854,0.364,0.252,1,"0","IFNGR1"
"DUSP23",0.00738791452116434,0.284439003727185,0.369,0.252,1,"0","DUSP23"
"CSTB",0.00760215924016286,0.310089572288726,0.621,0.58,1,"0","CSTB"
"ELK3",0.00769292998950265,0.269912239426088,0.542,0.471,1,"0","ELK3"
"DUSP6",0.00770126616849454,0.32370000380738,0.586,0.529,1,"0","DUSP6"
"PSMA4",0.00787020841503593,0.259558847730039,0.608,0.538,1,"0","PSMA4"
"ENO1",0.00870487040444438,0.293949350766812,0.619,0.571,1,"0","ENO1"
"ROBO4",0.00878332157110933,0.258206420707857,0.451,0.328,1,"0","ROBO4"
"RAPGEF5",0.00889261488428301,0.251412000742263,0.346,0.235,1,"0","RAPGEF5"
"NDUFA4L2",1.00625470983139e-98,2.66027931337927,0.924,0.097,1.46188684244305e-94,"1","NDUFA4L2"
"PDGFRB",3.6861465557417e-85,1.27636511822057,0.639,0.013,5.35523371618154e-81,"1","PDGFRB"
"RGS5",1.29199692676421e-83,4.12508628063822,1,0.275,1.87701313520305e-79,"1","RGS5"
"FRZB",5.02662390365028e-83,1.58909411268925,0.697,0.035,7.30267920722313e-79,"1","FRZB"
"HIGD1B",9.81176889188474e-76,1.46901896094345,0.647,0.031,1.42545378461301e-71,"1","HIGD1B"
"FAM162B",1.93870133179045e-72,0.891891579177262,0.529,0.007,2.81654529482516e-68,"1","FAM162B"
"PTN",8.27464286941195e-72,1.2591810050583,0.555,0.013,1.20214011606817e-67,"1","PTN"
"NOTCH3",4.48348384206273e-70,1.14029656237819,0.664,0.046,6.51360532574874e-66,"1","NOTCH3"
"COL1A2",3.24514886938285e-68,1.09323872065537,0.58,0.025,4.71455227743941e-64,"1","COL1A2"
"ACTA2",1.01987360768074e-67,3.15964645034702,0.866,0.194,1.48167237723857e-63,"1","ACTA2"
"TAGLN",8.80732322468917e-67,3.11506153991578,0.824,0.158,1.27952791808284e-62,"1","TAGLN"
"CRISPLD2",6.12686298546365e-63,1.4599167538362,0.588,0.038,8.90110654528159e-59,"1","CRISPLD2"
"ITM2C",4.31056458438962e-62,1.00323060135436,0.546,0.026,6.26238822820124e-58,"1","ITM2C"
"COX4I2",2.95510930134473e-60,1.15024200318266,0.555,0.033,4.29318279299363e-56,"1","COX4I2"
"ITGA7",6.72076606856933e-60,0.724859248960529,0.42,0.002,9.76392894441752e-56,"1","ITGA7"
"MYL9",1.03382883877329e-57,2.20184110725981,0.958,0.437,1.50194653696984e-53,"1","MYL9"
"TPM2",1.04974372511903e-57,2.10268356643982,0.773,0.161,1.52506768385293e-53,"1","TPM2"
"PLA2G5",2.75740451202603e-55,0.99262451175373,0.546,0.038,4.00595727507141e-51,"1","PLA2G5"
"COL3A1",3.87015105652075e-51,1.09401826087042,0.504,0.035,5.62255545491335e-47,"1","COL3A1"
"DCN",6.85771623759179e-50,1.13132175868631,0.555,0.056,9.96289014997335e-46,"1","DCN"
"MFGE8",1.74806055652455e-47,1.41766041553556,0.655,0.122,2.53958237651887e-43,"1","MFGE8"
"CPE",1.07789804166162e-46,0.885981684042247,0.546,0.054,1.565970274926e-42,"1","CPE"
"SEPT4",9.28335729017613e-46,1.12059932397987,0.639,0.109,1.34868614711679e-41,"1","SEPT4"
"SMOC2",1.0394506900317e-45,0.569080531221484,0.361,0.008,1.51011396247805e-41,"1","SMOC2"
"GPR20",8.00605873854716e-45,0.554018541336482,0.319,0.002,1.16312021353613e-40,"1","GPR20"
"CAMK2N1",8.47100150258943e-45,0.609854298778149,0.378,0.013,1.23066709829619e-40,"1","CAMK2N1"
"BGN",1.1787361211416e-44,1.69350215573642,0.815,0.249,1.71246783679451e-40,"1","BGN"
"TBX2-AS1",5.1133389841524e-44,0.697003210003346,0.42,0.025,7.42865887617661e-40,"1","TBX2-AS1"
"ASPN",8.27254373074338e-44,1.16907110504866,0.37,0.013,1.2018351532024e-39,"1","ASPN"
"SYNPO2",1.20171082196313e-40,0.629199389351138,0.378,0.02,1.74584548214803e-36,"1","SYNPO2"
"EDNRA",1.278990548452e-39,0.49038693327625,0.303,0.005,1.85811746879107e-35,"1","EDNRA"
"CALD1",1.38713259342968e-39,1.40379201657218,1,0.84,2.01522623173464e-35,"1","CALD1"
"DKK3",3.7398784894343e-39,0.765772442226582,0.445,0.043,5.43329546945015e-35,"1","DKK3"
"MRVI1",2.41904935014264e-38,0.479410665603061,0.303,0.007,3.51439489588723e-34,"1","MRVI1"
"COLEC11",3.09636094555346e-38,0.733454721953854,0.387,0.026,4.49839318170007e-34,"1","COLEC11"
"ADAP2",7.06204043479598e-38,0.598172493730514,0.353,0.018,1.02597323436716e-33,"1","ADAP2"
"HEYL",3.30854940376847e-37,0.507460446635192,0.286,0.005,4.80666057379483e-33,"1","HEYL"
"TPPP3",1.51472910838968e-36,0.646936212716732,0.429,0.041,2.20059844866852e-32,"1","TPPP3"
"ENPEP",4.66445471978344e-36,0.413319480325762,0.269,0.003,6.77651981690138e-32,"1","ENPEP"
"MYH11",1.27855636877752e-35,1.22807918360512,0.403,0.04,1.85748669255998e-31,"1","MYH11"
"LHFP",7.226829132605e-35,1.23640226746874,0.756,0.295,1.04991373638485e-30,"1","LHFP"
"TPM1",4.72333409888792e-34,1.51444901891949,0.79,0.369,6.86205977886437e-30,"1","TPM1"
