B cells	Liver bud hepatic cells	Myofibroblast	T cells	TAC	TECs
TCGA.WX.AA44.01A	1.57962157136061	2.18352761616823	1.91982132358096	1.96003148862421	1.94996273456431	1.90899660228342
TCGA.DD.A4NE.01A	1.37369891646876	2.1798451608188	1.93483330518546	1.88030622175954	1.88117478143138	1.91429808866403
TCGA.CC.A7IG.01A	1.47694064813496	2.18023221899258	1.91132880566562	1.93390159358844	1.95375166173212	1.87802314265927
TCGA.ZP.A9D0.01A	1.52845511274917	2.17371175556722	1.91444882695455	1.89348895694125	1.88982551379968	1.9137771162658
TCGA.G3.A25X.01A	1.65503250572208	2.1812406196146	1.98370055559758	2.01209457180167	2.04602254492424	1.93961596214907
TCGA.BC.4072.01B	1.72387814564202	2.16064489303399	1.9667529377765	2.03300785258754	2.03716605823016	1.94386743765801
TCGA.XR.A8TC.01A	1.32957940444646	2.16727295577123	1.92769347132185	1.90806083582264	1.88494916250811	1.93533778100446
TCGA.BC.A3KF.01A	1.33177981639463	2.18814723617943	1.88619301170874	1.89904412398575	1.89197063596115	1.90847031500452
TCGA.O8.A75V.01A	1.65457130536328	2.19358474582862	1.94489983474744	1.98223313053551	2.00324345391175	1.93158187262511
TCGA.DD.AADI.01A	1.71463786890566	2.17899115470616	1.96271536097833	2.02853837114783	2.02322453618827	1.92930118422535
TCGA.BC.A8YO.01A	1.61619933703574	2.14818880192368	1.85288679962619	2.01354076305791	2.0002229489839	1.88804494722561
TCGA.DD.A39V.01A	1.59923198598708	2.18142008171289	1.93374231900548	1.9944790257999	2.00281090659474	1.90121293942851
TCGA.DD.A1EC.01A	1.81796491827058	2.10549896395881	1.94872484146111	2.08348444521285	2.08684793629581	1.95012992934921
TCGA.DD.AACQ.01A	1.35961190891646	2.17909795439523	1.84092163451604	1.84723059102639	1.8237059715073	1.85330285860305
TCGA.DD.A1EB.01A	1.47928963905141	2.13942133585114	1.92453111353454	1.911213445913	1.88665226324568	1.94025780660484
TCGA.KR.A7K7.01A	1.72309394249462	2.18643542569102	1.84341583169842	1.99639052590321	1.98029442925526	1.85271116836932
TCGA.DD.AAVV.01A	1.73534712331828	2.18136575069584	1.99226700318899	2.0172036739577	2.03656775675984	1.97055630515394
TCGA.DD.AADN.01A	1.80056285105505	2.17160583517429	1.78256688456213	2.01469866796835	2.00249485220749	1.80979793625678
TCGA.LG.A9QC.01A	1.43324783489491	2.1597257539426	1.93610054541349	1.88891789447664	1.8656233667661	1.93112448633476
TCGA.RC.A7S9.01A	1.66207045927527	2.18727374988772	1.85148934991029	1.96541375459017	1.92948259105067	1.87355554325657
TCGA.BC.A112.01A	1.53652133783876	2.11856604355829	1.97785467791656	1.96045926161417	1.99619305117001	1.95865878531707
TCGA.2Y.A9H0.01A	1.69250737902475	2.1825254783191	1.85795436913188	1.96193032201848	1.95972009642344	1.84004915206284
TCGA.CC.A7IL.01A	1.35571834247814	2.18438044256499	1.83331181598562	1.84061908098964	1.82819173865152	1.85605372357728
TCGA.KR.A7K2.01A	1.56489658947462	2.18885356035526	1.95101883797039	1.97611359346918	1.94120487900604	1.93330027772959
TCGA.DD.AADU.01A	1.36972138640715	2.17941822018765	1.90117370259411	1.91536781477611	1.90040969282969	1.89791643970539
TCGA.ED.A66Y.01A	1.43270949082065	2.12922056977252	1.90200849829596	1.86777630913866	1.81853444860619	1.90228810640657
TCGA.CC.A8HT.01A	1.53223066740544	2.1893366400245	1.85817770792759	1.97187949646731	1.99558608961354	1.85881134077244
TCGA.DD.AADY.01A	1.3988073233739	2.14966302030419	1.93836668668587	1.92033299173682	1.90086406290895	1.96424517835551
TCGA.BC.A216.01A	1.62892905036979	2.16977623309058	1.92063221952107	2.00218611578911	1.94959875441935	1.87680908118003
TCGA.RC.A7SF.01A	1.50026660078041	2.19765303732961	1.90047154338201	1.94197926947089	1.90717543092778	1.89732542146179
TCGA.RC.A7SK.01A	1.46102586255417	2.18914219023552	1.89766141233946	1.86980224931897	1.83739514177773	1.89139550528384
TCGA.DD.AAD8.01A	1.39000899271088	2.18345761384008	1.89723379977276	1.91573962544132	1.90066777396131	1.8785597599738
TCGA.DD.AAEE.01A	1.33985876479944	2.19246136510648	1.89507241406076	1.89235645931789	1.86941896564347	1.89959850917597
TCGA.DD.A119.01A	1.59561238266496	2.20527282996557	1.96892710262207	1.94858494233517	1.95941712172199	1.92348977453993
TCGA.G3.AAV6.01A	1.52970625209848	2.17064102289822	1.90395151842196	1.90859090274362	1.89185736979771	1.85696875526617
TCGA.DD.A73F.01A	1.68819935780543	2.18027676575161	1.91675359356491	2.02746612870863	2.01388052046878	1.91750156450304
TCGA.DD.A4NP.01A	1.52140495613245	2.17450295721111	1.9072741927796	1.89855760163326	1.89526995600054	1.91144515701748
TCGA.DD.AAEK.01A	1.73140308920299	2.15533993481239	1.96711074371561	2.02742769490053	2.02060876082549	1.95749545542899
TCGA.DD.A11D.01A	1.4338239914908	2.17714640821263	1.9486412617948	1.91300223782236	1.91040096800584	1.9422642221755
TCGA.DD.A1EG.01A	1.75874511844432	2.18635304916279	1.96083042817971	2.00431079569135	2.03510890787771	1.94475772039279
TCGA.PD.A5DF.01A	1.61481262004784	2.18557792304314	1.98791711795003	1.97642207989766	2.02244400192153	1.95454849735694
TCGA.DD.A3A9.01A	1.62435125117263	2.17044194582537	1.99961128440434	1.97196899179474	1.9551432023829	1.96675680278712
TCGA.2Y.A9H4.01A	1.48975665796462	2.18255026254198	1.89706039677754	1.93181781312048	1.92687940716486	1.89718453124615
TCGA.DD.A118.01A	1.4757618097043	2.16382461103965	1.95337693852057	1.91435530265007	1.92248380659514	1.94643163251591
TCGA.DD.A4NL.01A	1.57300293718425	2.17533817982654	1.98445524899731	1.94106219010165	1.95877776770083	1.98599076315076
TCGA.5C.A9VH.01A	1.48072949022107	2.17833502517219	1.99266291442777	1.94472466629268	1.90978806798913	1.97631579272047
TCGA.3K.AAZ8.01A	1.57639314258888	2.18491779205178	1.87080679943857	1.95359750494965	1.9248093335139	1.88173225663829
TCGA.MI.A75G.01A	1.42171820617136	2.19489160371247	1.91479711010401	1.89123691778335	1.87228530576348	1.90626221822719
TCGA.DD.A3A6.01A	1.57970537851503	2.00247607509359	2.06846037347456	1.99384776620946	1.99459876628404	2.00536279191416
TCGA.CC.A5UD.01A	1.4149929690241	2.11911867418943	1.92988783154191	1.9324016338512	1.91606862506898	1.92044602200129
TCGA.DD.A3A3.01A	1.46648716226891	2.19708375751967	1.8886875046652	1.92336792915928	1.92402592896052	1.86400363564675
TCGA.CC.A7IH.01A	1.39790792678293	2.15773682790039	1.91011410014627	1.87676510427607	1.84403651409844	1.92231464516702
TCGA.DD.A4NH.01A	1.55590282297959	2.16610801115355	1.92731874743249	1.98406966727972	1.99541343652029	1.90835939259831
TCGA.K7.A6G5.01A	1.66394136139656	2.1953850916365	1.94449484241341	1.96483377123586	1.98658984385997	1.92951826949985
TCGA.DD.AACU.01A	1.59489318460538	2.1832645070209	1.92273000009068	1.94467159116822	1.95227062327771	1.91537436046879
TCGA.BW.A5NO.01A	1.66208059571291	2.18827456603334	1.89958603357031	1.94634712478476	1.94515817955239	1.8839648022679
TCGA.XR.A8TG.01A	1.57485690524023	2.17293808824508	1.96394353949371	1.9468202644303	1.9560899165968	1.93702514230778
TCGA.DD.A1EJ.01A	1.52822978464494	2.17689095580775	1.8862132932107	1.92506498184918	1.95491783116106	1.85804427663635
TCGA.CC.5259.01A	1.63915319703071	2.20241943425666	1.88196361851255	1.9682147030422	1.92878927864061	1.88648340991036
TCGA.2Y.A9H3.01A	1.83182338695655	2.18017976850975	1.94235944316363	2.00745724963937	2.01047364833018	1.92957145681225
TCGA.UB.AA0V.01A	1.59117365562335	2.17007989978715	2.00971648464475	1.96084401794999	1.98151089646601	1.97878943459118
TCGA.GJ.A9DB.01A	1.56537507338202	2.18134057295025	1.95980705530316	1.92911115141095	1.95915559895588	1.92597825463143
TCGA.DD.A4NK.01A	1.41413718971955	2.16887962699459	1.90026570466722	1.87437241053795	1.86558981559546	1.90866782859239
TCGA.2Y.A9H6.01A	1.63610740123145	2.17876761989024	1.98042165571781	1.98384964229993	1.98710792524298	1.97179348103092
TCGA.BD.A2L6.01A	1.45158814611083	2.18961248858152	1.92441797942467	1.94303810635364	1.91200922009377	1.91258293697874
TCGA.G3.A5SM.01A	1.70264294548655	2.18491534119097	1.97272918989526	1.96709717408451	1.99075668537756	1.95478649724672
TCGA.DD.AAD5.01A	1.31053231110932	2.14730845982092	1.90106529636647	1.94826373181402	2.02900986528907	1.88713850658821
TCGA.BD.A3EP.01A	1.82295480234632	2.17127123907939	1.99977152363316	2.02781238935898	2.03703876812692	1.97917838705457
TCGA.CC.5260.01A	1.61863677616427	2.02530263551012	1.9873225961896	2.00367050973	2.01929981802574	1.97314784221375
TCGA.WQ.A9G7.01A	1.47349868645952	2.17166824922736	1.8802677582311	1.90994172506112	1.9058261347953	1.86853060357777
TCGA.FV.A2QR.01A	1.50053867949154	2.17895559291142	1.95639345654886	1.91567352915512	1.91253507961174	1.94173689320135
TCGA.DD.AAW2.01A	1.35157812839489	2.17033015532382	1.91387997796377	1.89431957338914	1.85955301043935	1.9301524257404
TCGA.DD.AA3A.01A	1.46401377178614	2.0976112293359	1.91364692181477	1.94776539587182	1.90963548755121	1.91275839138697
TCGA.CC.5263.01A	1.5728426247187	2.13775242927766	1.89327070745125	1.98090702512058	1.9987223321775	1.91257180807328
TCGA.FV.A495.01A	1.68567300817342	2.20307894978435	1.95541536094932	1.97277171950638	1.98714305518383	1.89980545228396
TCGA.BC.A10U.01A	1.3553581957553	2.18636626865268	1.87554668278881	1.91566584751596	1.92134834456009	1.84650145165188
TCGA.ZS.A9CE.01A	1.29216371908789	2.1868822776373	1.84475709151804	1.82075965287547	1.7922550740928	1.84893387767233
TCGA.G3.A7M8.01A	1.5270228608164	2.17179856059484	1.9574712505615	1.89251199635867	1.95527674095435	1.95779019172231
TCGA.5R.AA1D.01A	1.6534705976036	2.16660530887463	2.07893465421184	2.00650365682963	2.01804488352876	2.06681964932765
TCGA.ED.A82E.01A	1.56728023159724	2.04900932903595	1.96857704204808	1.9474640472382	1.95900626881501	1.96205418532183
TCGA.DD.A3A1.01A	1.40937135591009	2.20051053834406	1.84193095588823	1.96803745572097	1.98454484603349	1.85158296757251
TCGA.MI.A75E.01A	1.71480132386027	2.19029781622372	1.96338105863882	1.97637973459639	1.98240343689098	1.9460806532179
TCGA.DD.AAEA.01A	1.61764965336598	2.18747987880017	1.85685225396449	1.97041193038376	1.93664555486835	1.8570386951852
TCGA.ZS.A9CF.01A	1.44187928062184	2.16332182736484	1.89872229124633	1.94262513649034	1.92531778896578	1.92465963627239
TCGA.G3.A25V.01A	1.66767854896743	2.18872165674255	1.99045756248122	1.99568086956883	2.02478044617224	1.9692034778855
TCGA.CC.A9FS.01A	1.4731351221256	2.16958076467243	1.89666367300536	1.93728003161567	1.91440439261784	1.91030285614805
TCGA.BC.A69H.01A	1.535393055665	2.19358330091738	1.89861265318854	1.95854687596758	1.99052993575611	1.86094356593852
TCGA.DD.A3A7.01A	1.43715645727305	2.19016969454821	1.86915326651627	1.91604383620522	1.88734930309755	1.84518149543153
TCGA.CC.5261.01A	1.72885712284663	2.11867265964169	1.98850615164202	2.01676386902425	2.0053624493057	1.97976339272166
TCGA.G3.AAV0.01A	1.55574513080543	2.1813728926526	1.89247711205341	1.90540721276309	1.88327805759406	1.89391002913597
TCGA.DD.AAE4.01A	1.73012330596211	2.19050958975237	1.94740785194492	2.01596551979874	2.01360545368135	1.93740226569581
TCGA.CC.A7II.01A	1.48359804500273	2.05614819540253	1.94316246655094	1.91069238435331	1.90471263652046	1.87886804281925
TCGA.DD.A3A8.01A	1.40795583166473	2.17137169678702	1.88900968836286	1.88247720791472	1.85958390483481	1.91304506691739
TCGA.G3.A7M5.01A	1.45538731499024	2.19263065381076	1.87463810467762	1.91704553085314	1.90396472821062	1.87467467091273
TCGA.CC.A3MC.01A	1.54560807185683	2.18366736632126	1.96258575330228	1.94354908851102	1.9559855426254	1.9306641281678
TCGA.2V.A95S.01A	1.84246726359193	2.16578146211164	1.89061705305516	2.06540770839736	2.06158142089429	1.90148794517702
TCGA.ED.A66X.01A	1.68848345299416	2.15739206985965	1.99210810801516	1.97855893383464	2.0229039332401	1.95544011200921
TCGA.G3.A6UC.01A	1.28755923781444	2.15177264788291	1.84057509809955	1.86162979071367	1.84675435942292	1.89118749359993
TCGA.BD.A3ER.01A	1.65202412015449	2.18025954808206	1.98584527653109	1.96479325949729	1.99577740434483	1.98500498111447
TCGA.DD.A3A5.01A	1.36652211057281	2.19228580292482	1.93436412218595	1.91393668933956	1.88513780171588	1.90663421054487
TCGA.DD.AACH.01A	1.4869761310616	2.15469107583546	1.94426012478236	1.94076460424462	1.96816083640448	1.93253133602388
TCGA.CC.5262.01A	1.69313728843916	2.19012698987023	1.99905356606936	1.98568051307237	2.02105892382496	1.96228642093822
TCGA.DD.AADG.01A	1.49949053129602	2.16802234893743	1.89795947269063	1.86353749858644	1.82194321212832	1.90783503412347
TCGA.DD.AAW0.01A	1.65609692997099	2.17081306212589	1.96629735222061	1.99233355178389	2.00692334037886	1.95065404547817
TCGA.DD.AACJ.01A	1.40450325828259	2.18834723361426	1.85994046906188	1.87812312719704	1.89518166962026	1.86459465260611
TCGA.DD.AADL.01A	1.37165008404075	2.1888461471791	1.87621249310466	1.87971014862296	1.86325959939549	1.86861459822385
TCGA.RC.A6M6.01A	1.58078062932697	2.17362004906074	1.89267443600413	1.92477033062318	1.92447592477231	1.86883362315013
TCGA.DD.A4NO.01A	1.38351692139769	2.17228174276897	1.95023037811333	1.92764520960529	1.9294083729817	1.94508481299151
TCGA.CC.A5UE.01A	1.35600859958732	2.18283437187818	1.85339516443723	1.91964719599713	1.9176081773314	1.84753951014626
TCGA.G3.A7M7.01A	1.49817332073359	2.19655990677247	1.93799144817108	1.919170756417	1.91545516319432	1.92106325966797
TCGA.ES.A2HT.01A	1.6203577540455	2.19666543931056	1.94764594549782	1.95123439266994	1.96779190081718	1.92551659143315
TCGA.DD.AACX.01A	1.3675713058297	2.16710871062593	1.82855278213553	1.91719722654443	1.92715735572221	1.88318122446638
TCGA.2Y.A9GV.01A	1.57602906035947	2.16222167073699	1.92238948453838	1.9629272701236	1.98758564684548	1.95737534506923
TCGA.DD.AACF.01A	1.55192091923767	2.18212043801733	1.85180635234348	1.96817414717317	1.98488569508154	1.9097547576057
TCGA.BW.A5NP.01A	1.50569718557424	2.16890162259238	1.90096894351655	1.90583523435426	1.87482631677189	1.89599911543692
TCGA.UB.A7MA.01A	1.44018948958262	2.14567201511889	1.94043627383248	1.91834471508239	1.93549766420696	1.90387080386233
TCGA.G3.A25Z.01A	1.46916007837322	2.19452651863756	1.95522424359344	1.93490405464405	1.97150527701109	1.93464005718965
TCGA.MI.A75C.01A	1.4372597325496	2.18735736061431	1.83458709173541	1.95146099100234	1.92476427413356	1.84927135671082
TCGA.DD.A4NA.01A	1.72980367711291	2.03598025533509	1.93325129252617	1.98809473859391	1.99335688745691	1.94487737845629
TCGA.ZP.A9CV.01A	1.65381791321639	2.16406182500649	1.93519348344651	1.96996568277886	1.9834400553229	1.94263317194018
TCGA.T1.A6J8.01A	1.46363008539487	2.19563000401577	1.93946237893609	1.9082629845026	1.93272474501265	1.91554057047834
TCGA.DD.A1EK.01A	1.44557657812053	2.18917674869416	1.91534689265661	1.94440508063518	1.99250207631418	1.91338396733532
TCGA.5C.AAPD.01A	1.85860367053817	2.1691566469018	1.9381448025173	2.0079342832113	2.03741861173289	1.90335104797583
TCGA.KR.A7K8.01A	1.72300315978718	2.17350079185272	1.96987568665598	2.0173109176914	2.01371829709402	1.93062172079126
TCGA.DD.AAD6.01A	1.28123155574914	2.15944483190676	1.83659837119757	1.90069310700928	1.89970136100667	1.84713446888103
TCGA.DD.A4NB.01A	1.52721761072444	2.15645901519793	2.06248439692012	1.99836177400809	2.007345254752	2.02134662841661
TCGA.DD.A11C.01A	1.4895303860427	2.15915331442335	1.97414230119833	1.93741618553155	1.94502409218208	1.97908498621479
TCGA.WJ.A86L.01A	1.40174667279323	2.1675401283731	1.80530050401867	1.87670902959697	1.84981068063535	1.83021979178686
TCGA.ED.A8O6.01A	1.56523388305828	2.16994852186134	1.90972923032542	1.93819599227449	1.92311807609337	1.87777076597882
TCGA.DD.AAEB.01A	1.42725165071903	2.17597700149484	1.9012264915296	1.91036252038607	1.87375331735184	1.91607855537655
TCGA.2Y.A9GU.01A	1.53722507065356	2.17434521628582	1.89073789998429	1.89361758796533	1.86794713545307	1.89705570061602
TCGA.DD.A73A.01A	1.49517440602206	2.18257482909871	1.8910834308867	1.98699306943076	1.95929485016481	1.91802294217291
TCGA.RC.A6M4.01A	1.2799841082857	2.17579546038041	1.86741856185079	1.83407310137408	1.82816886875307	1.84762480000432
TCGA.BW.A5NQ.01A	1.71879022279358	2.15895894375259	1.87648427165862	2.01140752412304	2.00748537164089	1.87793774289776
TCGA.DD.AAVY.01A	1.39851833707066	2.16569220674285	1.83748657886524	1.8733862441462	1.85297197157425	1.89000374318426
TCGA.DD.A1EL.01A	1.36728056048874	2.15754404472777	1.89826789521958	1.93835019900077	1.96269853141627	1.88602979060385
TCGA.DD.A4NJ.01A	1.66831795735503	2.16708863227295	1.9308917621645	1.9748761153381	1.99442938062691	1.92910621193639
TCGA.G3.A5SL.01A	1.45326339733591	2.17731943496769	1.93696016443083	1.91747081339439	1.89894362273003	1.93560788284063
TCGA.DD.AACG.01A	1.50341356402764	2.19671145734878	1.85302843454164	1.96526432366165	1.96032410437147	1.85392984603538
TCGA.DD.AAC8.01A	1.51440714446421	2.14076445873666	1.91211720292679	1.93078939314903	1.95740378276818	1.91710255289947
TCGA.ED.A7XO.01A	1.74099622433842	2.18550027159848	1.96587700944258	1.96118195205866	1.98883840020995	1.92960711285634
TCGA.DD.AACB.01A	1.81334548809961	2.17604355875415	1.8901556971225	2.00498164229247	2.00126440900903	1.87647178506926
TCGA.G3.A7M6.01A	1.57623700112614	2.14298563487385	1.96963787272753	1.94592373573944	1.93319371681698	1.95592649004746
TCGA.ED.A97K.01A	1.71438467360307	2.11648111717476	1.9726325440946	1.98412533591364	2.0071156385503	1.96553292936315
TCGA.DD.A73C.01A	1.44682480705214	2.12949149085649	1.94178719777864	1.92889108786325	1.90841186878773	1.9733272179755
TCGA.DD.AAW1.01A	1.45142633878798	2.15527035807055	1.91189810000176	1.88766787744186	1.88052806021798	1.93327165678666
TCGA.XR.A8TF.01A	1.54403714337764	2.15649820905792	1.87624748550206	1.92521808247989	1.8921748937041	1.91130773837614
TCGA.CC.A5UC.01A	1.65260384279173	2.17792167721454	1.97953204989374	1.96705740208348	1.9689564720472	1.94516398528237
TCGA.DD.A39Y.01A	1.49871186912171	2.19672859146615	1.88528003217408	1.93347461849534	1.93202995587066	1.8536055765989
TCGA.DD.A114.01A	1.79886597595608	2.13782704232407	1.99066009947591	2.0425849858425	2.06468552897413	1.96941058657886
TCGA.NI.A8LF.01A	1.52303915749991	2.16942376034073	1.98440404269073	1.90988597679199	1.89729493134087	1.98207471974049
TCGA.DD.AADF.01A	1.7444410671373	2.18764147682078	1.85688348278132	1.92547455163052	1.87737890543747	1.84341519037737
TCGA.DD.AAEI.01A	1.45493878876176	2.18386359870102	1.88807077248329	1.96582202762147	1.98670207363921	1.91354962480777
TCGA.2Y.A9H5.01A	1.65903575746672	2.16906318336594	1.95884489543961	1.95993063591059	1.94030060680758	1.95287773293951
TCGA.DD.A39X.11A	1.60172652601864	2.18244867197519	1.90700691157573	1.9474946376359	1.96326993712563	1.90128748753314
TCGA.DD.A1EC.11A	1.66783560290503	2.1549512324213	1.97810607272577	1.95676010426167	1.99967666467432	1.96146916953698
TCGA.DD.A1EL.11A	1.70138533608635	2.17864974191973	1.9491061299985	1.96351367073198	1.99480201509559	1.9384617093722
TCGA.DD.A39W.11A	1.6009352234697	2.18010281690252	1.93461268096809	1.92939647605342	1.95878699386564	1.91882008365282
TCGA.DD.A3A5.11A	1.53750242766355	2.18472050880596	1.90514688432025	1.90742596066595	1.90683414001647	1.87958444183879
TCGA.DD.A3A3.11A	1.74177327626335	2.17076718777459	1.98803685014616	1.98798525639059	2.06445824272669	1.97153102135572
TCGA.DD.A39V.11A	1.66068842761293	2.18571891287948	1.95361301212437	1.97345988743854	1.98364110924199	1.94703520862677
TCGA.BC.A110.11A	1.61555657711749	2.17042769137657	1.95210714242995	1.97241542850639	2.00486682950388	1.95696901521744
TCGA.DD.A3A1.11A	1.73209866706346	2.19713623782574	1.96351946854317	1.98577847553222	2.0349024960837	1.93461522787895
TCGA.DD.A1EB.11A	1.65763398159433	2.17070438672513	1.92194394358951	1.95826500078328	1.9936550930542	1.92484735970348
TCGA.DD.A1EI.11A	1.66744061734449	2.17477470705433	1.95114001371737	1.9607697133889	1.97905864083063	1.94774176144472
TCGA.BC.A10R.11A	1.6654883277912	2.16626436301862	1.94067745182446	1.98298120186693	2.03806169491894	1.94713156637532
TCGA.DD.A1EH.11A	1.68230925260619	2.18037810256035	1.94688962860431	1.96363937665922	1.9776830455936	1.93407198247415
TCGA.DD.A11C.11A	1.67427563929029	2.16856019113623	1.92208693879437	1.95046795837847	1.96706999380036	1.92652931028269
TCGA.DD.A1EJ.11A	1.66790197679082	2.18081868436772	1.9623632577286	1.97480164276381	2.01874240709623	1.94060833740548
TCGA.DD.A3A4.11A	1.69564109497581	2.17263112909852	1.97657599718921	1.97539667723989	2.01053679438709	1.9577411298485
TCGA.BC.A10Y.11A	1.65122975950279	2.16580720158082	1.97548854314364	1.98078462067941	2.02284632777966	1.97175359794258
TCGA.DD.A113.11A	1.63279611317068	2.18225690463799	1.96526131086405	1.94449607482085	1.96424977488507	1.9363892600706
TCGA.DD.A1EG.11A	1.6960053804135	2.18639856254018	1.96501463580588	1.99041599487454	2.04419271206422	1.952656440748
TCGA.G3.A3CH.11A	1.74648166951988	2.17605896829929	1.93745639546155	2.00611404501035	2.01536196068905	1.93472233490737
TCGA.BC.A10X.11A	1.62500532965939	2.17256232893513	1.97504304378734	1.96629058275059	1.98315499036796	1.96160309511592
TCGA.DD.A39Z.11A	1.60577070197966	2.18553790172999	1.95896558417833	1.92288092608332	1.90799674560637	1.92226247085388
TCGA.BC.A10W.11A	1.70483773502092	2.1875203802551	1.95263933051133	1.99546145237135	2.02371226191405	1.95054021613245
TCGA.BD.A3EP.11A	1.68537619579311	2.17132508738145	1.9581513563502	1.99081534629478	2.02540453792744	1.94917722563812
TCGA.FV.A3I0.11A	1.51265000618478	2.17540486159922	1.93668896954992	1.92381333534801	1.95793381777753	1.9298709828182
TCGA.DD.A3A8.11A	1.69108708960585	2.1819791429903	1.92561989523681	1.92506355131754	1.96873076762691	1.90633073689634
TCGA.DD.A116.11A	1.71082669282238	2.17913647975757	1.92205040493631	1.96695582620702	1.97375693358451	1.90923776490978
TCGA.FV.A23B.11A	1.76270800908595	2.17756857225185	1.98522640655593	2.0288942868668	2.04672789472538	1.95957086287719
TCGA.FV.A3I1.11A	1.62903958990078	2.17035361509622	1.92615283994766	1.94750288901814	1.96742769638634	1.92076891191352
TCGA.BC.A10Q.11A	1.59361120998486	2.17931982981851	1.95281000388383	1.94804765133488	1.95911068590023	1.948529315328
TCGA.DD.A11D.11A	1.77592727459816	2.17444161055456	1.95208101611772	2.00896765149167	2.03851731819838	1.95097727391552
TCGA.FV.A2QR.11A	1.77424653613012	2.16980897615851	2.01019719504918	2.03884449461995	2.08602463897133	1.97145251049057
TCGA.DD.A11A.11A	1.71883967722535	2.15565808566109	1.95917629457318	2.01093268977173	2.04441025594912	1.96656372169464
TCGA.DD.A3A2.11A	1.66479824897515	2.18360552765763	1.94144342956934	1.94738867589075	1.97877366342124	1.92292519328733
TCGA.BD.A2L6.11A	1.8348182631703	2.15759961470417	1.99118128458573	2.0814602226679	2.12904395670649	1.97969659925886
TCGA.EP.A12J.11A	1.75478515063769	2.16851948728973	1.94959733297592	1.96541140518612	1.98288850283496	1.94043990998215
TCGA.DD.A3A6.11A	1.51750376187146	2.19493291290479	1.91898325680254	1.87702994539694	1.85416323815585	1.87705025170119
TCGA.EP.A26S.11A	1.67154196817468	2.18373521193101	1.94980229088682	1.96044581623041	2.00455131604066	1.93368566110323
TCGA.DD.A118.11A	1.60604904525293	2.18320171391032	1.92223935765219	1.96835044988956	2.0087159333907	1.92528275546268
TCGA.DD.A119.11A	1.71490496147267	2.16064241355112	1.94694362582252	1.95258737393881	2.01653943732854	1.94999898925938
TCGA.DD.A1EE.11A	1.74254212552917	2.16604250545553	1.94498641972253	1.99007093559612	2.01849440379468	1.94437560130114
TCGA.BC.A216.11A	1.74535575058118	2.18092567955205	1.95640147989229	1.98018186857473	2.01373088233058	1.94504347160038
TCGA.BC.A10Z.11A	1.60954408250726	2.1844388173314	1.97266353439566	1.97212146457059	1.99862464123783	1.95454255552108
TCGA.FV.A3R2.11A	1.67805193065831	2.18669489935516	1.95444902051249	1.98908192201086	2.03712490369663	1.93955839847227
TCGA.ES.A2HT.11A	1.76354796185286	2.17672645180093	1.95004093744005	2.00711737168502	2.03334039112037	1.93173112569863
TCGA.DD.A114.11A	1.79475528321722	2.16891218500407	1.94409514912718	2.02930740638215	2.05591940289336	1.94479590843777
TCGA.BC.A10T.11A	1.68837377623723	2.17623596103268	1.97055446820225	1.97655182940987	1.99678714277896	1.96931119539464
TCGA.EP.A3RK.11A	1.67757329956997	2.1829204525664	1.93611657001518	1.92714048700369	1.94986245765627	1.91996201094976
TCGA.BC.A10U.11A	1.71096133945063	2.17712934519935	1.99330939666166	1.96865333691131	1.99463110784064	1.97324181723867
TCGA.DD.A11B.11A	1.71856173898201	2.17903103007164	1.97046037151627	1.95194504451052	1.96966510809048	1.95001801484327
