"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BUB3",3.83180159151826e-23,0.429051758872394,0.367,0.209,7.24823589051594e-19,"2","BUB3"
"RPS281",4.64421348247976e-23,0.32195306915871,1,0.989,8.78499422345871e-19,"2","RPS28"
"YBX1",1.64418659234049e-22,0.438267392857142,0.81,0.723,3.11014335807127e-18,"2","YBX1"
"TNFRSF1B",2.26017438028006e-22,0.318371817520876,0.285,0.131,4.27534585773776e-18,"2","TNFRSF1B"
"RPL231",2.51137734594455e-22,0.354412242922242,0.977,0.906,4.7505213875887e-18,"2","RPL23"
"CCND3",3.05874236904366e-22,0.356861799845737,0.301,0.149,5.78591706528298e-18,"2","CCND3"
"RPS81",3.18282333344991e-22,0.337813625827135,1,0.993,6.02062861755385e-18,"2","RPS8"
"ICAM3",3.32698888522352e-22,0.395965038696855,0.384,0.221,6.29333217528881e-18,"2","ICAM3"
"GPBP1",9.48342530772711e-22,0.619074737358126,0.548,0.431,1.79388473120966e-17,"2","GPBP1"
"DDIT41",1.19961605974369e-21,0.442150674150797,0.621,0.43,2.26919373861116e-17,"2","DDIT4"
"ARF6",7.60717792589458e-21,0.431527934693167,0.475,0.318,1.43897377646222e-16,"2","ARF6"
"LDHB",1.47924000499914e-20,0.482838714003453,0.522,0.372,2.79813039345638e-16,"2","LDHB"
"DUSP4",1.5429081447303e-20,0.538064090717961,0.285,0.144,2.91856504657183e-16,"2","DUSP4"
"FAU",3.14754059757341e-20,0.284556559568977,1,0.979,5.95388779436985e-16,"2","FAU"
"FAM49B",4.05291962577511e-20,0.343118937190897,0.365,0.203,7.6665027641162e-16,"2","FAM49B"
"RPL241",6.72651171274723e-20,0.323022588744471,0.99,0.962,1.27238695558327e-15,"2","RPL24"
"FYN1",1.43301503451422e-19,0.356195378942971,0.277,0.136,2.71069123928709e-15,"2","FYN"
"EEF1A11",1.57286197581427e-19,0.316589696383339,0.998,0.994,2.97522571345027e-15,"2","EEF1A1"
"HMGB11",1.59613298200503e-19,0.668748416728145,0.885,0.82,3.01924514876072e-15,"2","HMGB1"
"RNF19A",1.75685873141806e-19,0.473980040969508,0.259,0.128,3.3232739763504e-15,"2","RNF19A"
"SUB11",2.39877109956043e-19,0.416227902334744,0.828,0.806,4.53751541192851e-15,"2","SUB1"
"RPL51",2.51891674241864e-19,0.326246011394441,0.991,0.965,4.7647829099591e-15,"2","RPL5"
"C12orf751",2.92729997737735e-19,0.410306451141769,0.311,0.164,5.537280637207e-15,"2","C12orf75"
"HSPE1",2.99603445222412e-19,0.518451817935265,0.826,0.743,5.66729876982715e-15,"2","HSPE1"
"COMMD6",3.6523639121042e-19,0.415991587780354,0.729,0.635,6.9088115761363e-15,"2","COMMD6"
"PSME1",9.16990819805478e-19,0.515433358737936,0.668,0.63,1.73457983474404e-14,"2","PSME1"
"CTSC",1.04444195424795e-18,0.355815326915408,0.383,0.221,1.97566640065542e-14,"2","CTSC"
"NPM1",1.32177589546008e-18,0.407955663809688,0.803,0.73,2.50027128385228e-14,"2","NPM1"
"PDCD4",1.70545885621987e-18,0.372134477243539,0.362,0.215,3.22604597242551e-14,"2","PDCD4"
"LY6E",2.51958514631646e-18,0.396674574351685,0.48,0.334,4.76604726277222e-14,"2","LY6E"
"TAP1",5.95225988688353e-18,0.369605865397741,0.325,0.185,1.12592948020289e-13,"2","TAP1"
"S100A101",1.22531549158e-17,0.250345182226597,0.75,0.542,2.31780678387273e-13,"2","S100A10"
"CYBA",1.62044549024511e-17,0.311011830303823,0.769,0.615,3.06523468934765e-13,"2","CYBA"
"RPL291",2.18803286598472e-17,0.281179270111227,0.998,0.983,4.13888296929669e-13,"2","RPL29"
"ACTR3",4.07801656728022e-17,0.484721985534556,0.485,0.369,7.71397613866726e-13,"2","ACTR3"
"RNF213",9.36056634714243e-17,0.394650461205345,0.384,0.245,1.77064473022546e-12,"2","RNF213"
"FAM177A1",2.15804590851248e-16,0.480198132993282,0.43,0.31,4.0821596405422e-12,"2","FAM177A1"
"CKS2",2.20768541512084e-16,0.584893267841381,0.358,0.233,4.17605773124258e-12,"2","CKS2"
"RAN",2.67693606979081e-16,0.585279700139785,0.593,0.531,5.06369226961629e-12,"2","RAN"
"ARPC3",4.48489221722678e-16,0.393575365805013,0.708,0.647,8.48362211810618e-12,"2","ARPC3"
"ANP32B",5.47315700081622e-16,0.536001400247669,0.461,0.366,1.0353023782744e-11,"2","ANP32B"
"ISG20",7.36307098030685e-16,0.389969884407593,0.44,0.304,1.39279850663484e-11,"2","ISG20"
"HMGN11",8.98204640998691e-16,0.411734482736285,0.614,0.529,1.69904389891312e-11,"2","HMGN1"
"CAPZA1",1.0469938681941e-15,0.391216864764988,0.43,0.303,1.98049360107596e-11,"2","CAPZA1"
"SEPT6",1.30558327024859e-15,0.353702871016347,0.313,0.187,2.46964131400223e-11,"2","SEPT6"
"DNAJB1",1.55033987747269e-15,0.902709899378397,0.823,0.743,2.93262291222734e-11,"2","DNAJB1"
"EEF1D",2.27143476720206e-15,0.255323521462577,0.976,0.954,4.29664600563941e-11,"2","EEF1D"
"ATP5L1",3.8317405064795e-15,0.287924754174368,0.889,0.849,7.24812034205662e-11,"2","ATP5L"
"ANKRD12",4.19111642257303e-15,0.399805832790789,0.388,0.266,7.92791582493914e-11,"2","ANKRD12"
"CFL12",7.41247916683193e-15,0.357166694968074,0.948,0.829,1.40214455919793e-10,"2","CFL1"
"SMCHD1",1.1094118844065e-14,0.376472357683945,0.283,0.165,2.09856352054333e-10,"2","SMCHD1"
"NBEAL1",1.42704441020371e-14,0.406964075484936,0.598,0.504,2.69939720634134e-10,"2","NBEAL1"
"MBNL1",2.15461590341335e-14,0.366423852587808,0.372,0.252,4.07567144289669e-10,"2","MBNL1"
"HCLS1",2.64217883334337e-14,0.303436202450987,0.289,0.166,4.99794548115233e-10,"2","HCLS1"
"PPDPF1",5.05259650290889e-14,0.324579133813585,0.767,0.668,9.55749154490246e-10,"2","PPDPF"
"NCL",8.37713160642334e-14,0.607089176827911,0.562,0.529,1.58461821467104e-09,"2","NCL"
"SH3KBP1",1.62120891263538e-13,0.281371770517391,0.306,0.184,3.06667877914108e-09,"2","SH3KBP1"
"PPP1R18",2.97796656883539e-13,0.288442366114923,0.28,0.164,5.63312156160902e-09,"2","PPP1R18"
"CAPZB",3.7292810129826e-13,0.394071777817499,0.544,0.461,7.05430796415788e-09,"2","CAPZB"
"HMGN21",6.56452486043293e-13,0.794689675261792,0.553,0.517,1.24174552259949e-08,"2","HMGN2"
"RHOG",8.48380088327872e-13,0.269278372848717,0.323,0.202,1.604795775081e-08,"2","RHOG"
"HNRNPC1",1.24826993384267e-12,0.370193551149903,0.6,0.545,2.36122740685679e-08,"2","HNRNPC"
"IDI11",1.8587628650553e-12,0.349744290813375,0.358,0.249,3.5160358355386e-08,"2","IDI1"
"RPLP01",2.5240302993712e-12,0.304060793078738,1,0.978,4.77445571429057e-08,"2","RPLP0"
"TOMM71",8.15269302456178e-12,0.330526274925935,0.849,0.774,1.54216341252611e-07,"2","TOMM7"
"HNRNPA2B11",2.0759093583613e-11,0.348685147315556,0.781,0.705,3.92679014227624e-07,"2","HNRNPA2B1"
"TERF2IP",5.61294489734023e-11,0.383312022827319,0.4,0.318,1.06174465678088e-06,"2","TERF2IP"
"DNMT1",6.8509368104565e-11,0.291193077093196,0.252,0.155,1.29592320706595e-06,"2","DNMT1"
"OST41",7.17726559348707e-11,0.270071923161555,0.819,0.829,1.35765155966401e-06,"2","OST4"
"SNRPD21",1.12113762478038e-10,0.345752760458044,0.633,0.597,2.12074393103456e-06,"2","SNRPD2"
"RGCC1",1.12673966194897e-10,0.370612797264612,0.322,0.214,2.13134074454266e-06,"2","RGCC"
"ELF11",1.13561418080249e-10,0.36101542251171,0.384,0.285,2.14812778440599e-06,"2","ELF1"
"MZT2A1",1.20465043276288e-10,0.314394236708503,0.437,0.341,2.27871675861426e-06,"2","MZT2A"
"YPEL5",1.43691657341943e-10,0.486514716580242,0.424,0.353,2.7180713902802e-06,"2","YPEL5"
"CARD161",1.56238424071646e-10,0.323153712894191,0.289,0.186,2.95540602973926e-06,"2","CARD16"
"CIB11",2.11788030523893e-10,0.392536726174623,0.477,0.412,4.00618238538996e-06,"2","CIB1"
"SNRPB",2.4614298870308e-10,0.359083607694238,0.477,0.413,4.65604077430747e-06,"2","SNRPB"
"SRSF21",3.16956830067711e-10,0.405199072188738,0.584,0.564,5.99555539756082e-06,"2","SRSF2"
"CD47",5.09644012509375e-10,0.329323120879581,0.377,0.288,9.64042614062734e-06,"2","CD47"
"IDS",9.0689736545956e-10,0.294887577722318,0.297,0.201,1.7154870565033e-05,"2","IDS"
"NR3C1",1.11510374089763e-09,0.409206786523155,0.318,0.233,2.10933023628195e-05,"2","NR3C1"
"IK",1.23775383685171e-09,0.288870896689991,0.353,0.262,2.3413351577887e-05,"2","IK"
"PTGES31",1.61632614734087e-09,0.338612294996897,0.654,0.662,3.05744254030999e-05,"2","PTGES3"
"CLEC2B1",1.90199453437945e-09,0.320215864532376,0.315,0.219,3.59781286123216e-05,"2","CLEC2B"
"C9orf78",1.91023425160681e-09,0.300663331918977,0.31,0.219,3.61339911033945e-05,"2","C9orf78"
"HLA-F1",1.93336558848116e-09,0.307112538053003,0.355,0.266,3.65715434717097e-05,"2","HLA-F"
"PRPF38B",2.16112787289731e-09,0.369352740925958,0.423,0.35,4.08798948437255e-05,"2","PRPF38B"
"NAP1L11",2.67914536656614e-09,0.25311551939622,0.652,0.569,5.06787137539652e-05,"2","NAP1L1"
"CLIC11",3.32047289171106e-09,0.255065764219248,0.694,0.636,6.28100652196064e-05,"2","CLIC1"
"G3BP2",3.48468168104401e-09,0.293680209417767,0.27,0.181,6.59162386786285e-05,"2","G3BP2"
"GLTSCR21",4.59512862635409e-09,0.314820905394344,0.64,0.6,8.6921453096114e-05,"2","GLTSCR2"
"RNF149",6.53438930272282e-09,0.252735162146221,0.25,0.162,0.000123604508050305,"2","RNF149"
"PSME2",7.1870046062605e-09,0.370201541042966,0.541,0.508,0.000135949379132024,"2","PSME2"
"C19orf431",8.05541721324824e-09,0.269295697373779,0.597,0.552,0.000152376272005804,"2","C19orf43"
"PA2G4",9.24152635178641e-09,0.361790044623623,0.466,0.404,0.000174812712470392,"2","PA2G4"
"ANAPC16",9.70536912064971e-09,0.309276748022903,0.541,0.504,0.00018358676228621,"2","ANAPC16"
"NOP58",1.05054939749269e-08,0.321477119886568,0.311,0.222,0.000198721924029717,"2","NOP58"
"CORO1B",2.04793327149237e-08,0.333453465464354,0.329,0.248,0.000387387057635497,"2","CORO1B"
"GTF3A",2.48662427008421e-08,0.284927149905472,0.4,0.326,0.00047036984692913,"2","GTF3A"
"PRR13",3.58597763793753e-08,0.282965969680503,0.407,0.333,0.000678323529992263,"2","PRR13"
"PPP1CA1",3.77009562966661e-08,0.348459459284401,0.454,0.413,0.000713151289307736,"2","PPP1CA"
"C9orf142",4.01010679725467e-08,0.264181752271183,0.334,0.247,0.000758551801768693,"2","C9orf142"
"ARL6IP51",5.90264156259758e-08,0.309149259753659,0.421,0.347,0.00111654367798096,"2","ARL6IP5"
"YWHAZ",6.6290345891383e-08,0.31075530804769,0.574,0.539,0.0012539481828814,"2","YWHAZ"
"HNRNPF1",9.64908938450539e-08,0.327201105619225,0.475,0.432,0.00182522174797304,"2","HNRNPF"
"H2AFZ",2.18709080052809e-07,0.675551978262919,0.597,0.611,0.00413710095827893,"2","H2AFZ"
"UXT",3.30827209625799e-07,0.309611708868722,0.44,0.396,0.00625792749728161,"2","UXT"
"DNAJA11",3.52604129502988e-07,0.320622826194202,0.75,0.697,0.00666985971367853,"2","DNAJA1"
"CALM3",3.87293650475178e-07,0.411360797260534,0.428,0.377,0.00732604669238847,"2","CALM3"
"JAK1",6.01304024965463e-07,0.333420675564311,0.398,0.341,0.0113742669362467,"2","JAK1"
"ACTG11",8.1137756505182e-07,0.279108699316235,0.908,0.813,0.0153480180205202,"2","ACTG1"
"RBM8A1",1.66849655784524e-06,0.262317823892673,0.473,0.426,0.0315612808882006,"2","RBM8A"
"DNAJB61",3.23502492967563e-06,0.263658108663581,0.555,0.522,0.0611937315697443,"2","DNAJB6"
"HNRNPDL",3.24193866185088e-06,0.2682981313499,0.543,0.524,0.0613245117275712,"2","HNRNPDL"
"SELK",3.26167834998671e-06,0.321971193294506,0.583,0.612,0.0616979076683486,"2","SELK"
"HSPA6",3.36751170754941e-06,1.14383551931331,0.32,0.251,0.0636998514600047,"2","HSPA6"
"SYAP1",3.39263595158837e-06,0.27089169753506,0.336,0.278,0.0641751016602456,"2","SYAP1"
"RBM31",4.87348560221825e-06,0.284775640249517,0.496,0.468,0.0921868536515604,"2","RBM3"
"LRRFIP11",5.0575032708194e-06,0.33018103387096,0.424,0.378,0.0956677318708199,"2","LRRFIP1"
"APRT1",5.32486928010464e-06,0.273164929077277,0.489,0.453,0.100725227302459,"2","APRT"
"SRSF31",6.25859397052092e-06,0.288012434851211,0.659,0.675,0.118387563546374,"2","SRSF3"
"HSPH1",1.34766250149325e-05,0.338982069666766,0.511,0.487,0.254923838782463,"2","HSPH1"
"SRRM1",2.7223507275081e-05,0.311467935985,0.437,0.413,0.514959863615433,"2","SRRM1"
"CHD1",3.83755064136125e-05,0.310686950097166,0.268,0.212,0.725911079319893,"2","CHD1"
"SFPQ",7.44383136052579e-05,0.27275422532905,0.39,0.353,1,"2","SFPQ"
"PSMB81",8.65484535583576e-05,0.286725993488139,0.372,0.338,1,"2","PSMB8"
"HSPD1",0.000187977232217591,0.29697339613549,0.614,0.596,1,"2","HSPD1"
"EIF3A",0.000217621541913182,0.27503818271911,0.376,0.349,1,"2","EIF3A"
"CBX31",0.000289171913764908,0.293086529913211,0.33,0.293,1,"2","CBX3"
"SNRPG1",0.000345624958611952,0.262576031779135,0.483,0.473,1,"2","SNRPG"
"PRRC2C1",0.00042213524796712,0.28340209009449,0.437,0.426,1,"2","PRRC2C"
"STMN11",0.00722828684216201,0.799963197312736,0.299,0.296,1,"2","STMN1"
"HIST1H4C1",0.00833547779819123,0.653760893995855,0.317,0.302,1,"2","HIST1H4C"
"UBC",0.00992492756995609,0.313608858855624,0.99,0.981,1,"2","UBC"
"ACTA2",0,4.45538637058589,0.91,0.122,0,"3","ACTA2"
"TAGLN",0,4.40131831986273,0.935,0.093,0,"3","TAGLN"
"RGS5",0,4.08623800498619,0.937,0.116,0,"3","RGS5"
"MYL9",0,3.76509347760941,0.973,0.154,0,"3","MYL9"
"TPM2",0,3.31841409907891,0.922,0.092,0,"3","TPM2"
"CALD1",0,2.9466296208312,0.998,0.447,0,"3","CALD1"
"BGN",0,2.7301678380189,0.931,0.097,0,"3","BGN"
"NDUFA4L2",0,2.66316246135009,0.929,0.156,0,"3","NDUFA4L2"
"MFGE8",0,2.38583327338114,0.918,0.09,0,"3","MFGE8"
"CRYAB",0,2.31393314748413,0.65,0.034,0,"3","CRYAB"
"DCN",0,2.23724583357051,0.711,0.04,0,"3","DCN"
"FRZB",0,2.20655537691666,0.83,0.043,0,"3","FRZB"
"PPP1R14A",0,2.13822250248864,0.868,0.115,0,"3","PPP1R14A"
"PLAC9",0,2.01117320488561,0.872,0.09,0,"3","PLAC9"
"CRISPLD2",0,1.96274058650576,0.746,0.046,0,"3","CRISPLD2"
"COL1A2",0,1.83373444157545,0.644,0.035,0,"3","COL1A2"
"MAP1B",0,1.80691339161555,0.855,0.13,0,"3","MAP1B"
"LHFP",0,1.79263988292912,0.851,0.106,0,"3","LHFP"
"HIGD1B",0,1.55559503008591,0.642,0.041,0,"3","HIGD1B"
"SEPT4",0,1.52943584028126,0.761,0.065,0,"3","SEPT4"
"PDGFRB",0,1.48985195079557,0.748,0.036,0,"3","PDGFRB"
"TPPP3",0,1.47332128594165,0.675,0.056,0,"3","TPPP3"
"COX4I2",0,1.43689466995585,0.629,0.04,0,"3","COX4I2"
"SOD3",0,1.43586340289507,0.576,0.019,0,"3","SOD3"
"NOTCH3",0,1.41071704808689,0.732,0.048,0,"3","NOTCH3"
"PLA2G5",0,1.30918286663768,0.604,0.034,0,"3","PLA2G5"
"MAP3K7CL",0,1.25679818108461,0.604,0.037,0,"3","MAP3K7CL"
"SMOC2",0,1.1930006896584,0.598,0.019,0,"3","SMOC2"
"PGF",2.00559223411771e-306,1.41814289024097,0.732,0.079,3.79377827005706e-302,"3","PGF"
"TINAGL11",9.59466699267387e-293,1.67925837409861,0.837,0.147,1.81492720833419e-288,"3","TINAGL1"
"IGFBP71",6.7158396099003e-292,3.27900861022788,0.996,0.321,1.27036822060874e-287,"3","IGFBP7"
"COL14A1",1.09541566373014e-290,0.857957737832764,0.455,0.008,2.07208826951194e-286,"3","COL14A1"
"PDLIM3",6.2086620866005e-288,1.28262932951806,0.585,0.04,1.17443052030135e-283,"3","PDLIM3"
"COL3A1",9.25049314664911e-288,1.74123235133375,0.568,0.034,1.74982328362015e-283,"3","COL3A1"
"MYLK",2.68869018942651e-287,1.76520420958997,0.74,0.102,5.08592636231919e-283,"3","MYLK"
"IGFBP51",3.02736942585912e-287,2.2064878245452,0.717,0.082,5.7265720059551e-283,"3","IGFBP5"
"COL6A2",1.77258599063935e-286,1.77795207087129,0.771,0.109,3.35302365989339e-282,"3","COL6A2"
"ASPN",1.13255185686145e-284,1.90936473283232,0.512,0.022,2.14233509243912e-280,"3","ASPN"
"TPM1",3.05700939526039e-281,2.46945882308324,0.916,0.246,5.78263897207455e-277,"3","TPM1"
"HEYL",5.95068511478513e-281,0.822076810919794,0.482,0.016,1.12563159631276e-276,"3","HEYL"
"TGFB1I1",8.31419789689167e-270,1.10358213359137,0.646,0.068,1.57271367417603e-265,"3","TGFB1I1"
"MYH11",9.52947757154097e-268,2.05065000277652,0.518,0.029,1.80259597743269e-263,"3","MYH11"
"GEM",1.11727713877847e-266,1.27655081111415,0.566,0.042,2.11344143571335e-262,"3","GEM"
"EHD2",5.19411521211272e-262,1.01748823922397,0.675,0.08,9.82518833523242e-258,"3","EHD2"
"CSRP2",2.05636859383275e-260,1.54656531679939,0.669,0.086,3.88982683209403e-256,"3","CSRP2"
"LMOD1",2.95504278018337e-259,0.78782859570406,0.423,0.01,5.58975892299486e-255,"3","LMOD1"
"ENPEP",6.65931767924041e-252,0.804886344941729,0.474,0.023,1.25967653220512e-247,"3","ENPEP"
"AXL",1.09324265560933e-250,1.02007750529374,0.541,0.04,2.0679778073506e-246,"3","AXL"
"FILIP1L",2.93203767174543e-249,1.36612504109285,0.646,0.077,5.54624245987365e-245,"3","FILIP1L"
"NEXN",3.73425711341053e-247,0.949077047433166,0.465,0.022,7.06372075572735e-243,"3","NEXN"
"GJA41",5.37844775923971e-247,1.54722441775844,0.757,0.117,1.01738717813778e-242,"3","GJA4"
"GUCY1A3",2.06559330055979e-244,0.794967594133607,0.526,0.037,3.90727628733891e-240,"3","GUCY1A3"
"SPARC1",1.73763243244318e-243,2.1481322821697,0.973,0.262,3.28690550920951e-239,"3","SPARC"
"ADIRF",3.75495191998119e-237,2.81152726667685,0.734,0.142,7.10286705183643e-233,"3","ADIRF"
"C1QTNF1",1.60784100151081e-236,0.791766853133591,0.461,0.024,3.04139203845785e-232,"3","C1QTNF1"
"SPARCL11",9.89098407735296e-236,2.58763197827541,0.891,0.237,1.87097854807209e-231,"3","SPARCL1"
"SYNPO2",2.6214654683744e-235,0.780422910313174,0.457,0.024,4.95876407997702e-231,"3","SYNPO2"
"PTN",1.91664672982924e-234,1.24969348485122,0.499,0.034,3.62552895414499e-230,"3","PTN"
"CNN1",1.3120631264799e-233,0.993924162611324,0.375,0.008,2.48189861004939e-229,"3","CNN1"
"PLN",1.23559570746647e-230,1.270560092198,0.402,0.014,2.33725284024358e-226,"3","PLN"
"AC013461.1",1.01533980187594e-227,1.25422338678827,0.673,0.108,1.92061676922853e-223,"3","AC013461.1"
"FAM162B",2.39076278817848e-227,0.813131659246389,0.463,0.027,4.52236689011842e-223,"3","FAM162B"
"ISYNA1",3.47996033946583e-225,1.22727842312039,0.662,0.104,6.58269297813357e-221,"3","ISYNA1"
"GUCY1B3",6.03910259133695e-223,0.653412172344408,0.449,0.026,1.1423566461773e-218,"3","GUCY1B3"
"EPS8",2.39035016982373e-221,1.04823583800825,0.663,0.103,4.52158638123857e-217,"3","EPS8"
"NR2F2",8.04087861696137e-220,1.05112459222686,0.671,0.104,1.52101259918441e-215,"3","NR2F2"
"ADAMTS41",6.63475580643192e-219,1.42767994506022,0.665,0.104,1.25503040834466e-214,"3","ADAMTS4"
"DKK3",8.61468562397459e-217,0.836869735047266,0.461,0.031,1.62955393263103e-212,"3","DKK3"
"COX7A11",5.66986240353865e-213,1.08689827170192,0.707,0.124,1.07251117225337e-208,"3","COX7A1"
"COL6A1",2.30963022400022e-212,1.39117494367162,0.57,0.071,4.36889653171881e-208,"3","COL6A1"
"CPE",7.2781628818443e-212,1.14122399614229,0.658,0.102,1.37673729072967e-207,"3","CPE"
"HSPB6",1.0475745612326e-209,0.655681814090654,0.358,0.01,1.98159204002758e-205,"3","HSPB6"
"CCDC102B",1.08209980445531e-208,0.757348289446908,0.403,0.02,2.04689999010767e-204,"3","CCDC102B"
"SGCA",8.97669019600804e-208,0.602914667922527,0.346,0.009,1.69803071747688e-203,"3","SGCA"
"DSTN",1.07371852639944e-206,2.30811314447567,0.925,0.438,2.03104596453718e-202,"3","DSTN"
"PHLDA1",6.67983008382997e-205,1.58391063862709,0.717,0.148,1.26355665865728e-200,"3","PHLDA1"
"PLXDC1",8.6578575957746e-203,0.719365209583731,0.432,0.029,1.63772034281672e-198,"3","PLXDC1"
"RERG",4.26274401337426e-202,0.595534938666991,0.371,0.015,8.06340657569875e-198,"3","RERG"
"PTP4A3",1.08927340612572e-201,1.94368319552685,0.698,0.151,2.06046957502742e-197,"3","PTP4A3"
"RERGL",6.77375907845381e-201,0.984742150678885,0.333,0.008,1.28132426728032e-196,"3","RERGL"
"GPX31",3.38940346703915e-197,1.7259348802258,0.801,0.238,6.41139559825125e-193,"3","GPX3"
"PDE1A",3.95912341066085e-195,0.494253007707595,0.337,0.01,7.48907784360605e-191,"3","PDE1A"
"HRC",2.24047295593615e-194,0.533988381153856,0.35,0.013,4.23807864344881e-190,"3","HRC"
"PTGIR",1.19413066593102e-191,0.674231054874736,0.396,0.024,2.25881756767511e-187,"3","PTGIR"
"MGP1",1.18957504688786e-189,1.57340933088172,0.895,0.226,2.25020015869307e-185,"3","MGP"
"FOXS1",8.50776104254409e-189,0.729567194438909,0.367,0.018,1.60932807880764e-184,"3","FOXS1"
"CNN31",1.17186252193865e-188,1.39651117091105,0.887,0.291,2.21669514649916e-184,"3","CNN3"
"TIMP1",1.83069239698626e-188,3.33855489742191,0.945,0.471,3.4629377381392e-184,"3","TIMP1"
"MCAM",2.82237476428415e-188,1.05186254350423,0.577,0.087,5.3388041041199e-184,"3","MCAM"
"KLHL23",2.60266941993944e-187,0.701014315645182,0.428,0.034,4.92320947475744e-183,"3","KLHL23"
"ITGA7",9.1887609570047e-187,0.635133641596643,0.388,0.023,1.73814602262701e-182,"3","ITGA7"
"SEPT7",4.41090066421759e-184,1.43427145184384,0.91,0.407,8.34365969643398e-180,"3","SEPT7"
"COL1A1",5.71290243238509e-182,1.69009214697621,0.382,0.025,1.08065262410996e-177,"3","COL1A1"
"EFHD1",7.71387650446713e-182,0.579186018017849,0.375,0.022,1.459156879585e-177,"3","EFHD1"
"GPR20",1.67662617949943e-181,0.57424481172967,0.342,0.015,3.17150608114112e-177,"3","GPR20"
"C11orf96",6.8692157983956e-180,1.01177199745207,0.488,0.057,1.29938086042451e-175,"3","C11orf96"
"RCAN2",3.51004869668972e-179,0.692840384199482,0.402,0.03,6.63960811465828e-175,"3","RCAN2"
"FXYD61",5.15783624567615e-179,1.35737115651774,0.686,0.149,9.756563042321e-175,"3","FXYD6"
"TBX2-AS1",1.15549252474907e-177,0.642979261740935,0.409,0.032,2.18572965981534e-173,"3","TBX2-AS1"
"TBX2",5.09459772274006e-177,0.629971936480864,0.386,0.027,9.6369410523351e-173,"3","TBX2"
"CASQ2",1.24271558340865e-176,0.628579845322588,0.302,0.008,2.3507207975758e-172,"3","CASQ2"
"EDNRA",6.8761564460857e-176,0.530525687504288,0.346,0.017,1.30069375334157e-171,"3","EDNRA"
"SH3BGRL",1.88362815823498e-175,1.27251618835669,0.839,0.298,3.56307102411729e-171,"3","SH3BGRL"
"LGALS1",2.28700434987045e-175,1.60596040403754,0.99,0.702,4.32609742821495e-171,"3","LGALS1"
"SLIT3",5.23672874861692e-174,0.494810060901228,0.302,0.009,9.90579610088377e-170,"3","SLIT3"
"COL18A1",7.24326957006656e-171,1.33634327144755,0.748,0.211,1.37013687187379e-166,"3","COL18A1"
